裝備名稱,裝備部位,基礎ATK/DEF,基礎穩定度,屬性分類,屬性名稱,屬性值1,屬性值2,說明,(英文)裝備名稱
,,,,,potential,19,,,
聖劍耶誕,單手劍,100,90,stats,accuracy,30,,,Sacred Sword Xmas
,,,,,dark_resistance,15,,,
,,,,,element_light,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,1000,,,
,,,,,materials,"雪雕人偶#30,薄暮寶石#1,黑暗騎士的勳章#1",,,
櫻花佩劍,單手劍,67,80,stats,max_mp,100,,,Sakura Kodachi
,,,,,atk,1%,,,
,,,,,critical_damage,1,,,
,,,,,guard_regenerate,5,,,
,,,,,element_light,1,,,
,,,,,attack_mp_recovery,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,100,,,
,,,,,materials,"櫻花寶石#50,折斷的櫻樹枝#1,櫻色水晶片#1,金屬#30",,,
櫻花佩劍,單手劍,67,80,stats,max_mp,200,,,Sakura Kodachi
,,,,,atk,4%,,,
,,,,,critical_damage,2,,,
,,,,,guard_regenerate,5,,,
,,,,,element_light,1,,,
,,,,,attack_mp_recovery,3,,,
,,,,,weapon_atk,300,,,
,,,,obtain,type,boss,,,
,,,,,name,滅基亞（Nightmare）,,,
,,,,,map,櫻雲城．天守閣頂層 ,,,
,,,,,dye,A21B22,,,
櫻花燈劍,單手劍,220,80,stats,dex,3%,,,Sakura Lantern Sword
,,,,,max_mp,500,,,
,,,,,magic_resistance,20,,,
,,,,,stronger_against_earth,25,,,
,,,,,ailment_resistance,5,,,
,,,,,element_earth,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,2000,,,
,,,,,materials,"櫻雲輝石#25,墨色櫻樹枝#1,櫻花瓣#1,金屬#60",,,
弦月刀,單手劍,70,80,stats,agi,4%,,,Scimitar
,,,,,atk,2%,,,
,,,,,dodge,6%,,,
,,,,,critical_rate,10,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,55,,,
,,,,,item_difficulty,60,,,
,,,,,potential,24,,,
,,,,,cost,300,,,
,,,,,materials,"大馬士革礦石#10,流沙結晶#5,金屬#100,獸品#50",,,
弦月刀,單手劍,70,80,stats,agi,3%,,,Scimitar
,,,,,atk,2%,,,
,,,,,dodge,4%,,,
,,,,,critical_rate,13,,,
,,,,obtain,type,mobs,,,
,,,,,name,石蠍,,,
,,,,,map,砂石梯層,,,
木劍,單手劍,10,40,obtain,type,smith,,,Wood Sword
,,,,recipe,materials,木材#25,,,
,,,,,item_level,1,,,
,,,,,item_difficulty,0,,,
,,,,,potential,15,,,
短劍,單手劍,10,80,obtain,type,mobs,,,Shortsword
,,,,,name,皮可,,,
,,,,,map,萊卡平原,,,
,,,,obtain,type,boss,,,
,,,,,name,王座寇珥連生體,,,
,,,,,map,周年慶競技場．第6會場 (EX),,,
,,,,,dye,B35,,,
短劍,單手劍,10,80,obtain,type,smith,,,Shortsword
,,,,recipe,cost,5,,,
,,,,,materials,金屬#3,,,
,,,,,item_level,1,,,
,,,,,item_difficulty,1,,,
,,,,,potential,15,,,
士兵劍,單手劍,125,80,stats,accuracy,8,,,Soldier Sword
,,,,,critical_damage,4,,,
,,,,,element_earth,1,,,
,,,,,physical_barrier,1000,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,95,,,
,,,,,item_difficulty,100,,,
,,,,,potential,31,,,
,,,,,cost,500,,,
,,,,,materials,"曲線刀#20,裂開的石皮#20,金屬#150,獸品#100",,,
士兵劍,單手劍,125,80,stats,accuracy,8,,,Soldier Sword
,,,,,critical_damage,4,,,
,,,,,element_earth,1,,,
,,,,,physical_barrier,800,,,
,,,,obtain,type,mobs,,,
,,,,,name,受詛咒的魔劍,,,
,,,,,map,辛戈拉勒遺跡．1樓,,,
,,,,obtain,type,mobs,,,
,,,,,name,受詛咒的魔劍,,,
,,,,,map,辛戈拉勒遺跡．2樓,,,
,,,,obtain,type,mobs,,,
,,,,,name,受詛咒的魔劍,,,
,,,,,map,辛戈拉勒遺跡．3樓,,,
罪人劍,單手劍,61,80,stats,atk,2%,,,Sword of Sin
,,,,,matk,1%,,,
,,,,,accuracy,20,,,
,,,,,ailment_resistance,2,,,
,,,,,element_dark,1,,,
,,,,obtain,type,boss,,,
,,,,,name,惡魔之門,,,
,,,,,map,薩哈姆陷落地帶,,,
罪人劍,單手劍,61,80,stats,atk,2%,,,Sword of Sin
,,,,,accuracy,15,,,
,,,,,ailment_resistance,1,,,
,,,,,element_dark,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,55,,,
,,,,,potential,23,,,
,,,,,cost,550,,,
,,,,,materials,"門魔的魔爪#1,羅諾戈石材#25,金屬#350,獸品#200",,,
印第安戰斧,單手劍,120,40,stats,magic_resistance,5,,,Tomahawk
,,,,,critical_rate,6,,,
,,,,,long_range_damage,4,,,
,,,,obtain,type,mini_boss,,,
,,,,,name,巨型兵,,,
,,,,,map,薩哈姆陷落地帶,,,
霹哩啪啦鎚,單手劍,125,,stats,critical_rate,100,,,Toy Hammer
,,,,,critical_damage,-150,,,
,,,,obtain,type,mini_boss,,,
,,,,,name,闇夜波多姆,,,
,,,,,map,起始庭院,,,
晴風刺劍,單手劍,145,90,stats,aspd,500,,,Wind Rapier
,,,,,critical_rate,10,,,
,,,,,element_wind,1,,,
,,,,,short_range_damage,4,,,
,,,,obtain,type,mobs,,,
,,,,,name,魔十字馬其納,,,
,,,,,map,阿爾堤玫亞宮殿．倉庫區1,,,
,,,,obtain,type,mobs,,,
,,,,,name,魔十字馬其納,,,
,,,,,map,阿爾堤玫亞宮殿．倉庫區2,,,
,,,,obtain,type,mobs,,,
,,,,,name,魔十字馬其納,,,
,,,,,map,阿爾堤玫亞宮殿．戴米馬其納格納庫,,,
晴風刺劍,單手劍,145,90,stats,aspd,250,,,Wind Rapier
,,,,,critical_rate,20,,,
,,,,,element_wind,1,,,
,,,,,short_range_damage,4,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,115,,,
,,,,,item_difficulty,120,,,
,,,,,potential,34,,,
,,,,,cost,600,,,
,,,,,materials,"碎裂水晶#5,尖銳利牙#20,金屬#150,獸品#150",,,
札哈克之劍,單手劍,180,80,stats,dex,4%,,,Zahhak Sword
,,,,,max_hp,10%,,,
,,,,,atk,5%,,,
,,,,,critical_rate,5,,,
,,,,,element_light,1,,,
,,,,,physical_barrier,1000,,,
,,,,,fractional_barrier,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,125,,,
,,,,,item_difficulty,130,,,
,,,,,potential,36,,,
,,,,,cost,1300,,,
,,,,,materials,"雙頭龍心臟#1,雙頭龍尾#2,金屬#1000,獸品#300",,,
札哈克之劍,單手劍,180,80,stats,dex,2%,,,Zahhak Sword
,,,,,max_hp,10%,,,
,,,,,atk,5%,,,
,,,,,critical_rate,10,,,
,,,,,element_light,1,,,
,,,,,physical_barrier,1000,,,
,,,,,fractional_barrier,6,,,
,,,,obtain,type,boss,,,
,,,,,name,札哈克馬其納,,,
,,,,,map,路菲那斯宅邸內．大廳,,,
1周年巨劍,雙手劍,43,70,stats,str,1%,,,1st Anniv Greatsword
,,,,,critical_rate,3,,,
,,,,,guard_regenerate,2,,,
,,,,,short_range_damage,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,potential,19,,,
,,,,,cost,10,,,
,,,,,materials,1周年銅牌#20,,,
1周年巨劍 III,雙手劍,130,70,stats,str,3%,,,1st Anniv Greatsword III
,,,,,critical_rate,9,,,
,,,,,guard_regenerate,6,,,
,,,,,short_range_damage,3,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,70,,,
,,,,,potential,27,,,
,,,,,cost,1000,,,
,,,,,materials,1周年金牌#20,,,
1周年巨劍 II,雙手劍,82,70,stats,str,2%,,,1st Anniv Greatsword II
,,,,,critical_rate,6,,,
,,,,,guard_regenerate,4,,,
,,,,,short_range_damage,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,potential,23,,,
,,,,,cost,100,,,
,,,,,materials,1周年銀牌#20,,,
2周年巨劍,雙手劍,43,70,stats,str,1%,,,2nd Anniv Greatsword
,,,,,critical_rate,3,,,
,,,,,guard_regenerate,2,,,
,,,,,short_range_damage,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,potential,19,,,
,,,,,cost,10,,,
,,,,,materials,2周年銅牌#20,,,
2周年巨劍 II,雙手劍,82,70,stats,str,2%,,,2nd Anniv Greatsword II
,,,,,critical_rate,6,,,
,,,,,guard_regenerate,4,,,
,,,,,short_range_damage,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,potential,23,,,
,,,,,cost,100,,,
,,,,,materials,2周年銀牌#20,,,
2周年巨劍 III,雙手劍,130,70,stats,str,3%,,,2nd Anniv Greatsword III
,,,,,critical_rate,9,,,
,,,,,guard_regenerate,6,,,
,,,,,short_range_damage,3,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,75,,,
,,,,,potential,27,,,
,,,,,cost,1000,,,
,,,,,materials,2周年金牌#20,,,
2周年巨劍 IV,雙手劍,175,70,stats,str,4%,,,2nd Anniv Greatsword IV
,,,,,critical_rate,12,,,
,,,,,guard_regenerate,8,,,
,,,,,short_range_damage,4,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,75,,,
,,,,,item_difficulty,100,,,
,,,,,potential,30,,,
,,,,,cost,2000,,,
,,,,,materials,"2周年銀牌．波姆#20,金屬#100",,,
2周年巨劍 V,雙手劍,213,70,stats,str,5%,,,2nd Anniv Greatsword V
,,,,,critical_rate,15,,,
,,,,,guard_regenerate,10,,,
,,,,,short_range_damage,5,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,100,,,
,,,,,item_difficulty,125,,,
,,,,,potential,32,,,
,,,,,cost,4000,,,
,,,,,materials,"2周年金牌．波姆#20,金屬#200",,,
3周年巨劍,雙手劍,43,70,stats,str,1%,,,3rd Anniv Greatsword
,,,,,critical_rate,3,,,
,,,,,guard_regenerate,2,,,
,,,,,short_range_damage,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,1,,,
,,,,,item_difficulty,25,,,
,,,,,potential,19,,,
,,,,,cost,10,,,
,,,,,materials,3周年銅牌#20,,,
3周年巨劍 II,雙手劍,82,70,stats,str,2%,,,3rd Anniv Greatsword II
,,,,,critical_rate,6,,,
,,,,,guard_regenerate,4,,,
,,,,,short_range_damage,2,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,25,,,
,,,,,item_difficulty,50,,,
,,,,,potential,23,,,
,,,,,cost,100,,,
,,,,,materials,3周年銀牌#20,,,
3周年巨劍 III,雙手劍,130,70,stats,str,3%,,,3rd Anniv Greatsword III
,,,,,critical_rate,9,,,
,,,,,guard_regenerate,6,,,
,,,,,short_range_damage,3,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,50,,,
,,,,,item_difficulty,75,,,
,,,,,potential,27,,,
,,,,,cost,1000,,,
,,,,,materials,3周年金牌#20,,,
3周年巨劍 IV,雙手劍,175,70,stats,str,4%,,,3rd Anniv Greatsword IV
,,,,,critical_rate,12,,,
,,,,,guard_regenerate,8,,,
,,,,,short_range_damage,4,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,2000,,,
,,,,,materials,"3周年獎牌．波姆#20,金屬#100",,,
,,,,,item_level,75,,,
,,,,,item_difficulty,100,,,
,,,,,potential,30,,,
3周年巨劍 V,雙手劍,213,70,stats,str,5%,,,3rd Anniv Greatsword V
,,,,,critical_rate,15,,,
,,,,,guard_regenerate,10,,,
,,,,,short_range_damage,5,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,3000,,,
,,,,,materials,"3周年銅牌．波姆#20,金屬#150",,,
,,,,,item_level,95,,,
,,,,,item_difficulty,125,,,
,,,,,potential,32,,,
3周年巨劍 VI,雙手劍,268,70,stats,str,6%,,,3rd Anniv Greatsword VI
,,,,,critical_rate,15,,,
,,,,,guard_regenerate,12,,,
,,,,,short_range_damage,6,,,
,,,,,guard_break,3,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,4000,,,
,,,,,materials,"3周年銀牌．波姆#20,金屬#200",,,
,,,,,item_level,110,,,
,,,,,item_difficulty,140,,,
,,,,,potential,36,,,
3周年巨劍 VII,雙手劍,313,70,stats,str,6%,,,3rd Anniv Greatsword VII
,,,,,critical_rate,15,,,
,,,,,guard_regenerate,14,,,
,,,,,short_range_damage,6,,,
,,,,,guard_break,6,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,5000,,,
,,,,,materials,"3周年金牌．波姆#20,金屬#250",,,
,,,,,item_level,130,,,
,,,,,item_difficulty,155,,,
,,,,,potential,38,,,
翠風之刃,雙手劍,298,70,stats,accuracy,10%,,,Anemos Blade
,,,,,wind_resistance,15,,,
,,,,,element_wind,1,,,
,,,,,atk_up_dex,100,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,135,,,
,,,,,item_difficulty,140,,,
,,,,,potential,37,,,
,,,,,cost,700,,,
,,,,,materials,"碧綠結晶片#5,恩澤之神的石材#20,金屬#200,木材#150",,,
翠風之刃,雙手劍,298,70,stats,accuracy,10%,,,Anemos Blade
,,,,,wind_resistance,15,,,
,,,,,element_wind,1,,,
,,,,,atk_up_dex,80,,,
,,,,obtain,type,mobs,,,
,,,,,name,魔偶槍兵,,,
,,,,,map,約路普之家．中央區(Lv130),,,
狂暴劍,雙手劍,109,70,stats,max_hp,-24%,,,Berserker Blade
,,,,,atk,2%,,,
,,,,,accuracy,10,,,
,,,,,aspd,500,,,
,,,,,motion_speed,2,,,
,,,,obtain,type,boss,,,
,,,,,name,蒙面戰士,,,
,,,,,map,莊園開墾地．高臺,,,
狂暴劍,雙手劍,109,70,stats,max_hp,-12%,,,Berserker Blade
,,,,,atk,2%,,,
,,,,,accuracy,10,,,
,,,,,aspd,250,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,60,,,
,,,,,item_difficulty,65,,,
,,,,,potential,25,,,
,,,,,cost,650,,,
,,,,,materials,"斷劍的碎片#3,牢固的重鎖#2,金屬#500,獸品#150",,,
磐骨刀,雙手劍,66,70,stats,mdef,6%,,,Bone Blade
,,,,,critical_damage,1,,,
,,,,,element_wind,1,,,
,,,,obtain,type,mobs,,,
,,,,,name,劍士人偶,,,
,,,,,map,新月鬼殿,,,
,,,,obtain,type,mobs,,,
,,,,,name,劍士人偶,,,
,,,,,map,新月鬼殿．第一室,,,
磐骨刀,雙手劍,66,70,stats,mdef,9%,,,Bone Blade
,,,,,critical_damage,2,,,
,,,,,element_wind,1,,,
,,,,obtain,type,smith,,,
,,,,obtain,type,quest,,,
,,,,,name,陷落地帶的大群生物,,,
,,,,,npc,尤尼斯,,,
,,,,,map,索菲亞街道,,,
,,,,recipe,cost,200,,,
,,,,,materials,"裂開的棍棒#30,鋸刀#20,獸品#100,木材#50",,,
,,,,,item_level,35,,,
,,,,,item_difficulty,40,,,
,,,,,potential,21,,,
哥布林老大的劍,雙手劍,51,70,stats,max_hp,8%,,,Boss Gob Sword
,,,,,critical_damage,8%,,,
,,,,,guard_regenerate,8,,,
,,,,obtain,type,boss,,,
,,,,,name,哥布林老大,,,
,,,,,map,第1次馬奇史東之路．第?戰,,,
哥布林老大的劍,雙手劍,51,70,stats,critical_damage,4%,,,Boss Gob Sword
,,,,,guard_regenerate,4,,,
,,,,obtain,type,boss,,,
,,,,,name,哥布林老大,,,
,,,,,map,里比可洞窟．最深處,,,
寶石獸巨劍,雙手劍,346,90,stats,magic_resistance,25,,,Carbuncle Edge
,,,,,critical_rate,75,,,
,,,,,magical_barrier,5000,,,
,,,,obtain,type,mini_boss,,,
,,,,,name,寶石獸,,,
,,,,,map,眾神之殿．造物神域,,,
巧克力香蕉劍,雙手劍,190,70,stats,max_hp,4000,,,Choco Banana Blade
,,,,,aggro,80,,,
,,,,,attack_mp_recovery,20,,,
,,,,obtain,type,exchange,,,
,,,,,name,夏日活動(捕魚點數兌換所),,,
,,,,,map,沙爾陶海灘,,,
巧克力棒,雙手劍,163,60,stats,max_hp,1000,,,Chocolate Eater
,,,,,critical_rate,30,,,
,,,,,fire_resistance,-30,,,
,,,,,stronger_against_neutral,15,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,40,,,
,,,,,materials,"巧克力碎片#9,神秘可可#3,魔素#40",,,
弧刃巨劍,雙手劍,270,70,stats,dodge,30,,,Curved Edge
,,,,,aspd,750,,,
,,,,,element_light,1,,,
,,,,,short_range_damage,5,,,
,,,,obtain,type,mobs,,,
,,,,,name,怪怪貍,,,
,,,,,map,庫洛奈森林．北部．第1區,,,
,,,,obtain,type,mobs,,,
,,,,,name,冰城魔鐘,,,
,,,,,map,諾耶莉爾城．入口（120-140）,,,
弧刃巨劍,雙手劍,270,70,stats,dodge,15,,,Curved Edge
,,,,,aspd,1000,,,
,,,,,element_light,1,,,
,,,,,short_range_damage,5,,,
,,,,obtain,type,smith,,,
,,,,recipe,materials,"米斯魯那石材#20,被遺忘的石材#20,金屬#250,木材#75",,,
,,,,,cost,650,,,
,,,,,item_level,125,,,
,,,,,item_difficulty,130,,,
,,,,,potential,36,,,
絕望巨闕,雙手劍,164,,stats,def,-25%,,,Deseperanza
,,,,,accuracy,-4%,,,
,,,,,critical_damage,4,,,
,,,,,element_dark,1,,,
,,,,,attack_mp_recovery,3,,,
,,,,obtain,type,mobs,,,
,,,,,name,詭譎的觸手,,,
,,,,,map,普原生素體．第1區,,,
,,,,obtain,type,mobs,,,
,,,,,name,詭譎的觸手,,,
,,,,,map,普原生素體．第2區,,,
,,,,obtain,type,mobs,,,
,,,,,name,冰城魔鐘,,,
,,,,,map,諾耶莉爾城．入口（100-120）,,,
,,,,obtain,type,mobs,,,
,,,,,name,Ice Evil Clocl,,,
,,,,,map,諾耶莉爾城．2樓（100-120）,,,
絕望巨闕,雙手劍,164,70,stats,def,-30%,,,Deseperanza
,,,,,accuracy,-4%,,,
,,,,,critical_damage,4,,,
,,,,,element_dark,1,,,
,,,,,attack_mp_recovery,4,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,450,,,
,,,,,materials,"異形刀刃#5,漆黑的巨盾碎片 #20,黑魔菇#20,金屬#225",,,
,,,,,item_level,85,,,
,,,,,item_difficulty,90,,,
,,,,,potential,29,,,
沙漠之煞,雙手劍,124,75,stats,max_mp,50,,,Desert Anfel
,,,,,atk,3%,,,
,,,,,magic_resistance,6,,,
,,,,,critical_damage,1,,,
,,,,,unsheathe_attack,200,,,
,,,,obtain,type,boss,,,
,,,,,name,葛瓦,,,
,,,,,map,阿卡克廢城．城外荒郊,,,
沙漠之煞,雙手劍,124,75,stats,max_mp,150,,,Desert Anfel
,,,,,atk,3%,,,
,,,,,magic_resistance,12,,,
,,,,,critical_damage,1,,,
,,,,,unsheathe_attack,20,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,750,,,
,,,,,materials,"葛瓦的面具碎片#3,葛瓦的護肩#2,金屬#400,木材#350",,,
,,,,,item_level,70,,,
,,,,,item_difficulty,75,,,
,,,,,potential,27,,,
春櫻巨劍,雙手劍,240,70,stats,str,4%,,,Dia Edge
,,,,,dark_resistance,10,,,
,,,,,element_light,1,,,
,,,,,attack_mp_recovery,5,,,
,,,,,short_range_damage,4,,,
,,,,,unsheathe_attack_multiplier,4,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,1000,,,
,,,,,materials,"櫻花水晶#26,潮濕的櫻樹枝#1,蝕櫻黑羽#1,金屬#90",,,
曲曲劍,雙手劍,100,70,stats,physical_pierce,10,,,Flamberge
,,,,,critical_damage,2,,,
,,,,,attack_mp_recovery,2,,,
,,,,obtain,type,mobs,,,
,,,,,name,長頸龍,,,
,,,,,map,阿卡克廢城．第2區,,,
,,,,obtain,type,mobs,,,
,,,,,name,長頸龍,,,
,,,,,map,阿卡克廢城．第1區,,,
,,,,obtain,type,mobs,,,
,,,,,name,菱紋企鵝,,,
,,,,,map,納維達市街．十字路口（60-80）,,,
,,,,obtain,type,mobs,,,
,,,,,name,菱紋企鵝,,,
,,,,,map,納維達市街．西 （60-80）,,,
,,,,obtain,type,mobs,,,
,,,,,name,菱紋企鵝,,,
,,,,,map,納維達市街．東（60-80）,,,
曲曲劍,雙手劍,100,70,stats,physical_pierce,10,,,Flamberge
,,,,,critical_damage,3,,,
,,,,,attack_mp_recovery,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,55,,,
,,,,,item_difficulty,60,,,
,,,,,potential,24,,,
,,,,,cost,300,,,
,,,,,materials,"亂掉的時針#20,硬質剪#15,金屬#100,木材#50",,,
焰心劍,雙手劍,140,70,stats,critical_rate,10,,,Flame Blade
,,,,,water_resistance,-10,,,
,,,,,element_fire,1,,,
,,,,,attack_mp_recovery,3,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,75,,,
,,,,,item_difficulty,80,,,
,,,,,potential,28,,,
,,,,,cost,400,,,
,,,,,materials,"昇華石材#6,昇華寶石#3,炙熱洋蔥#1,金屬#200",,,
焰心劍,雙手劍,140,70,stats,critical_rate,10,,,Flame Blade
,,,,,water_resistance,-5,,,
,,,,,element_fire,1,,,
,,,,,attack_mp_recovery,1,,,
,,,,obtain,type,mobs,,,
,,,,,name,鏽蝕騎士,,,
,,,,,map,轉生泉．中層,,,
,,,,obtain,type,mobs,,,
,,,,,name,鏽蝕騎士,,,
,,,,,map,轉生泉．上層,,,
,,,,obtain,type,mobs,,,
,,,,,name,鏽蝕騎士,,,
,,,,,map,轉生泉．下層,,,
斬首劍,雙手劍,82,70,stats,atk,2%,,,Fortis Blade
,,,,,physical_pierce,10,,,
,,,,,def,20,,,
,,,,,guard_regenerate,15,,,
,,,,obtain,type,mobs,,,
,,,,,name,拉莫,,,
,,,,,map,法比索疆域,,,
斬首劍,雙手劍,82,70,stats,atk,2%,,,Fortis Blade
,,,,,physical_pierce,15,,,
,,,,,def,20,,,
,,,,,guard_regenerate,10,,,
,,,,obtain,type,smith,,,
,,,,obtain,type,quest,,,
,,,,,name,船夫工具,,,
,,,,,npc,霍夫,,,
,,,,,map,索菲亞街道,,,
,,,,recipe,item_level,45,,,
,,,,,item_difficulty,50,,,
,,,,,potential,23,,,
,,,,,cost,250,,,
,,,,,materials,"異界手腕#15,墨色礦石#30,金屬#100,木材#25",,,
寒冰劍錸牡,雙手劍,151,80,stats,max_hp,300,,,Frostbrand Rime
,,,,,physical_pierce,5,,,
,,,,,element_water,1,,,
,,,,,additional_magic,125,,,
,,,,,atk_up_int,50,,,
,,,,,atk_down_dex,100,,,
,,,,obtain,type,smith,,,
,,,,recipe,item_level,80,,,
,,,,,item_difficulty,85,,,
,,,,,potential,28,,,
,,,,,cost,850,,,
,,,,,materials,"冰凍玫瑰#1,薄暮巨龍的藍翼#5,魔晶獸豪爪#3,魔素#425",,,
黃金巨闕,雙手劍,40,80,stats,int,3,,,Golden Greatsword
,,,,,max_hp,250,,,
,,,,,accuracy,5,,,
,,,,,aspd,250,,,
,,,,,guard_regenerate,5,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,100,,,
,,,,,materials,"金色蘋果#1,金屬#50,木材#30,魔素#10",,,
銀鐵巨劍,雙手劍,37,70,stats,max_hp,200,,,Great Sword
,,,,,def,30%,,,
,,,,obtain,type,mobs,,,
,,,,,name,哥布林（單手劍）,,,
,,,,,map,里比可洞窟．第1區,,,
,,,,obtain,type,mobs,,,
,,,,,name,哥布林（單手劍）,,,
,,,,,map,里比可洞窟．第2區,,,
,,,,obtain,type,mobs,,,
,,,,,name,哥布林（單手劍）,,,
,,,,,map,里比可洞窟．第3區,,,
,,,,obtain,type,mobs,,,
,,,,,name,哥布林（單手劍）,,,
,,,,,map,里比可洞窟．最深處,,,
銀鐵巨劍,雙手劍,37,70,stats,max_hp,500,,,Great Sword
,,,,,def,30,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,100,,,
,,,,,materials,"缺損的金屬#25,尼賽爾木材#15,金屬#50",,,
,,,,,item_level,15,,,
,,,,,item_difficulty,20,,,
,,,,,potential,18,,,
秋鐮,雙手劍,120,70,stats,atk,2%,,,Hammerfall
,,,,,accuracy,20,,,
,,,,,attack_mp_recovery,3,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,350,,,
,,,,,materials,"哥布林的巨爪#1,斷裂鐮刀#20,金屬#150,木材#25",,,
,,,,,item_level,65,,,
,,,,,item_difficulty,70,,,
,,,,,potential,26,,,
秋鐮,雙手劍,120,70,stats,atk,2%,,,Hammerfall
,,,,,accuracy,15,,,
,,,,,attack_mp_recovery,2,,,
,,,,obtain,type,mobs,,,
,,,,,name,貝殼海怪,,,
,,,,,map,彼岸黃泉．第1區,,,
,,,,obtain,type,mobs,,,
,,,,,name,貝殼海怪,,,
,,,,,map,彼岸黃泉．第2區,,,
,,,,obtain,type,mobs,,,
,,,,,name,貝殼海怪,,,
,,,,,map,彼岸黃泉．第3區,,,
燃燒南瓜戰刃,雙手劍,150,2,stats,accuracy,-666,,,Heated Pumpkin Axe
,,,,,critical_rate,100,,,
,,,,,element_fire,1,,,
,,,,,guard_break,25,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,100,,,
,,,,,materials,南瓜鑽石#10,,,
重劍,雙手劍,25,70,stats,accuracy,-6%,,,Heavy Blade
,,,,,critical_damage,4%,,,
,,,,obtain,type,mobs,,,
,,,,,name,寇比,,,
,,,,,map,伊庫耳湖沼區,,,
重劍,雙手劍,25,70,stats,accuracy,-5%,,,Heavy Blade
,,,,,critical_damage,5%,,,
,,,,obtain,type,smith,,,
,,,,obtain,type,quest,,,
,,,,,name,此仇不報非君子,,,
,,,,,npc,尤尼斯,,,
,,,,,map,索菲亞街道,,,
,,,,recipe,cost,50,,,
,,,,,materials,"厚鳥喙#20,金屬#20",,,
,,,,,item_level,5,,,
,,,,,item_difficulty,10,,,
,,,,,potential,16,,,
重劍．高潔,雙手劍,360,70,stats,max_hp,10000,,,Integridar
,,,,,accuracy,100,,,
,,,,,fractional_barrier,20,,,
,,,,obtain,type,boss,,,
,,,,,name,製作人化身,,,
,,,,,map,活動,,,
,,,,,dye,A1B38C1,,,
重劍．高潔,雙手劍,540,70,stats,max_hp,10000,,,Integridar
,,,,,accuracy,200,,,
,,,,,fractional_barrier,25,,,
,,,,obtain,type,boss,,,
,,,,,name,製作人化身（2021復刻版本）,,,
,,,,,map,活動,,,
,,,,,dye,A1B38C1,,,
鐵劍,雙手劍,15,70,stats,critical_rate,5,,,Iron Blade
,,,,obtain,type,smith,,,
,,,,recipe,cost,5,,,
,,,,,materials,小劍柄#20,,,
,,,,,item_level,1,,,
,,,,,item_difficulty,1,,,
,,,,,potential,15,,,
狂鐵蟹大劍,雙手劍,90,70,stats,max_hp,500,,,Iron Exoskeleton Sword
,,,,,physical_resistance,3,,,
,,,,,critical_damage,3,,,
,,,,,element_earth,1,,,
,,,,obtain,type,boss,,,
,,,,,name,甘瑞夫,,,
,,,,,map,斯卡羅街區．最深處,,,
狂鐵蟹大劍,雙手劍,90,70,stats,max_hp,750,,,Iron Exoskeleton Sword
,,,,,physical_resistance,1,,,
,,,,,critical_damage,1,,,
,,,,,element_earth,1,,,
,,,,obtain,type,smith,,,
,,,,recipe,cost,550,,,
,,,,,materials,"礦質鉗#1,甲殼鋼#4,金屬#500",,,
,,,,,item_level,50,,,
,,,,,item_difficulty,55,,,
,,,,,potential,23,,,
